SpotPositionMap_X,SpotPositionMap_Y,Spot_weights 
-20.00000,-35.00000,0.0100
-20.00000,-30.00000,0.0100
-20.00000,-25.00000,0.0100
-20.00000,-20.00000,0.0100
-20.00000,-15.00000,0.0100
-20.00000,-10.00000,0.0100
-20.00000,-5.00000,0.0100
-20.00000,0.00000,0.0100
-20.00000,5.00000,0.0100
-20.00000,10.00000,0.0100
-20.00000,15.00000,0.0100
-20.00000,20.00000,0.0100
-20.00000,25.00000,0.0100
-20.00000,30.00000,0.0100
-20.00000,35.00000,0.0100
-20.00000,40.00000,0.0100
-20.00000,45.00000,0.0100
-15.00000,-50.00000,0.0100
-15.00000,-45.00000,0.0100
-15.00000,-40.00000,0.0100
-15.00000,-35.00000,0.0100
-15.00000,-30.00000,0.0100
-15.00000,-25.00000,0.0100
-15.00000,-20.00000,0.0100
-15.00000,-15.00000,0.0100
-15.00000,-10.00000,0.0100
-15.00000,-5.00000,0.0100
-15.00000,0.00000,0.0100
-15.00000,5.00000,0.0100
-15.00000,10.00000,0.0100
-15.00000,15.00000,0.0100
-15.00000,20.00000,0.0100
-15.00000,25.00000,0.0100
-15.00000,30.00000,0.0100
-15.00000,35.00000,0.0100
-15.00000,40.00000,0.0100
-15.00000,45.00000,0.0100
-10.00000,-50.00000,0.0100
-10.00000,-45.00000,0.0100
-10.00000,-40.00000,0.0100
-10.00000,-35.00000,0.0100
-10.00000,-30.00000,0.0100
-10.00000,-25.00000,0.0100
-10.00000,-20.00000,0.0100
-10.00000,-15.00000,0.0100
-10.00000,-10.00000,0.0100
-10.00000,-5.00000,0.0100
-10.00000,0.00000,0.0100
-10.00000,5.00000,0.0100
-10.00000,10.00000,0.0100
-10.00000,15.00000,0.0100
-10.00000,20.00000,0.0100
-10.00000,25.00000,0.0100
-10.00000,30.00000,0.0100
-10.00000,35.00000,0.0100
-10.00000,40.00000,0.0100
-10.00000,45.00000,0.0100
-5.00000,-50.00000,0.0100
-5.00000,-45.00000,0.0100
-5.00000,-40.00000,0.0100
-5.00000,-35.00000,0.0100
-5.00000,-30.00000,0.0100
-5.00000,-25.00000,0.0100
-5.00000,-20.00000,0.0100
-5.00000,-15.00000,0.0100
-5.00000,-10.00000,0.0100
-5.00000,-5.00000,0.0100
-5.00000,0.00000,0.0100
-5.00000,5.00000,0.0100
-5.00000,10.00000,0.0100
-5.00000,15.00000,0.0100
-5.00000,20.00000,0.0100
-5.00000,25.00000,0.0100
-5.00000,30.00000,0.0100
-5.00000,35.00000,0.0100
-5.00000,40.00000,0.0100
-5.00000,45.00000,0.0100
0.00000,-50.00000,0.0100
0.00000,-45.00000,0.0100
0.00000,-40.00000,0.0100
0.00000,-35.00000,0.0100
0.00000,-30.00000,0.0100
0.00000,-25.00000,0.0100
0.00000,-20.00000,0.0100
0.00000,-15.00000,0.0100
0.00000,-10.00000,0.0100
0.00000,-5.00000,0.0100
0.00000,0.00000,0.0100
0.00000,5.00000,0.0100
0.00000,10.00000,0.0100
0.00000,15.00000,0.0100
0.00000,20.00000,0.0100
0.00000,25.00000,0.0100
0.00000,30.00000,0.0100
0.00000,35.00000,0.0100
0.00000,40.00000,0.0100
0.00000,45.00000,0.0100
5.00000,-50.00000,0.0100
5.00000,-45.00000,0.0100
5.00000,-40.00000,0.0100
5.00000,-35.00000,0.0100
5.00000,-30.00000,0.0100
5.00000,-25.00000,0.0100
5.00000,-20.00000,0.0100
5.00000,-15.00000,0.0100
5.00000,-10.00000,0.0100
5.00000,-5.00000,0.0100
5.00000,0.00000,0.0100
5.00000,5.00000,0.0100
5.00000,10.00000,0.0100
5.00000,15.00000,0.0100
5.00000,20.00000,0.0100
5.00000,25.00000,0.0100
5.00000,30.00000,0.0100
5.00000,35.00000,0.0100
5.00000,40.00000,0.0100
5.00000,45.00000,0.0100
10.00000,-50.00000,0.0100
10.00000,-45.00000,0.0100
10.00000,-40.00000,0.0100
10.00000,-35.00000,0.0100
10.00000,-30.00000,0.0100
10.00000,-25.00000,0.0100
10.00000,-20.00000,0.0100
10.00000,-15.00000,0.0100
10.00000,-10.00000,0.0100
10.00000,-5.00000,0.0100
10.00000,0.00000,0.0100
10.00000,5.00000,0.0100
10.00000,10.00000,0.0100
10.00000,15.00000,0.0100
10.00000,20.00000,0.0100
10.00000,25.00000,0.0100
10.00000,30.00000,0.0100
10.00000,35.00000,0.0100
10.00000,40.00000,0.0100
10.00000,45.00000,0.0100
15.00000,-50.00000,0.0100
15.00000,-45.00000,0.0100
15.00000,-40.00000,0.0100
15.00000,-35.00000,0.0100
15.00000,-30.00000,0.0100
15.00000,-25.00000,0.0100
15.00000,-20.00000,0.0100
15.00000,-15.00000,0.0100
15.00000,-10.00000,0.0100
15.00000,-5.00000,0.0100
15.00000,0.00000,0.0100
15.00000,5.00000,0.0100
15.00000,10.00000,0.0100
15.00000,15.00000,0.0100
15.00000,20.00000,0.0100
15.00000,25.00000,0.0100
15.00000,30.00000,0.0100
15.00000,35.00000,0.0100
15.00000,40.00000,0.0100
15.00000,45.00000,0.0100
20.00000,-50.00000,0.0100
20.00000,-45.00000,0.0100
20.00000,-40.00000,0.0100
20.00000,-35.00000,0.0100
20.00000,-30.00000,0.0100
20.00000,-25.00000,0.0100
20.00000,-20.00000,0.0100
20.00000,-15.00000,0.0100
20.00000,-10.00000,0.0100
20.00000,-5.00000,0.0100
20.00000,0.00000,0.0100
20.00000,5.00000,0.0100
20.00000,10.00000,0.0100
20.00000,15.00000,0.0100
20.00000,20.00000,0.0100
20.00000,25.00000,0.0100
20.00000,30.00000,0.0100
20.00000,35.00000,0.0100
20.00000,40.00000,0.0100
20.00000,45.00000,0.0100
25.00000,-50.00000,0.0100
25.00000,-45.00000,0.0100
25.00000,-40.00000,0.0100
25.00000,-35.00000,0.0100
25.00000,-30.00000,0.0100
25.00000,-25.00000,0.0100
25.00000,-20.00000,0.0100
25.00000,-15.00000,0.0100
25.00000,-10.00000,0.0100
25.00000,-5.00000,0.0100
25.00000,0.00000,0.0100
25.00000,5.00000,0.0100
25.00000,10.00000,0.0100
25.00000,15.00000,0.0100
25.00000,20.00000,0.0100
25.00000,25.00000,0.0100
25.00000,30.00000,0.0100
25.00000,35.00000,0.0100
25.00000,40.00000,0.0100
25.00000,45.00000,0.0100
30.00000,-50.00000,0.0100
30.00000,-45.00000,0.0100
30.00000,-40.00000,0.0100
30.00000,-35.00000,0.0100
30.00000,-30.00000,0.0100
30.00000,-25.00000,0.0100
30.00000,-20.00000,0.0100
30.00000,-15.00000,0.0100
30.00000,-10.00000,0.0100
30.00000,-5.00000,0.0100
30.00000,0.00000,0.0100
30.00000,5.00000,0.0100
30.00000,10.00000,0.0100
30.00000,15.00000,0.0100
30.00000,20.00000,0.0100
30.00000,25.00000,0.0100
30.00000,30.00000,0.0100
30.00000,35.00000,0.0100
30.00000,40.00000,0.0100
30.00000,45.00000,0.0100
35.00000,-50.00000,0.0100
35.00000,-45.00000,0.0100
35.00000,-40.00000,0.0100
35.00000,-35.00000,0.0100
35.00000,-30.00000,0.0100
35.00000,-25.00000,0.0100
35.00000,-20.00000,0.0100
35.00000,-15.00000,0.0100
35.00000,-10.00000,0.0100
35.00000,-5.00000,0.0100
35.00000,0.00000,0.0100
35.00000,5.00000,0.0100
35.00000,10.00000,0.0100
35.00000,15.00000,0.0100
35.00000,20.00000,0.0100
35.00000,25.00000,0.0100
35.00000,30.00000,0.0100
35.00000,35.00000,0.0100
35.00000,40.00000,0.0100
35.00000,45.00000,0.0100
40.00000,-50.00000,0.0100
40.00000,-45.00000,0.0100
40.00000,-40.00000,0.0100
40.00000,-35.00000,0.0100
40.00000,-30.00000,0.0100
40.00000,-25.00000,0.0100
40.00000,-20.00000,0.0100
40.00000,-15.00000,0.0100
40.00000,-10.00000,0.0100
40.00000,-5.00000,0.0100
40.00000,0.00000,0.0100
40.00000,5.00000,0.0100
40.00000,10.00000,0.0100
40.00000,15.00000,0.0100
40.00000,20.00000,0.0100
40.00000,25.00000,0.0100
40.00000,30.00000,0.0100
40.00000,35.00000,0.0100
40.00000,40.00000,0.0100
40.00000,45.00000,0.0100
45.00000,-50.00000,0.0100
45.00000,-45.00000,0.0100
45.00000,-40.00000,0.0100
45.00000,-35.00000,0.0100
45.00000,-30.00000,0.0100
45.00000,-25.00000,0.0100
45.00000,-20.00000,0.0100
45.00000,-15.00000,0.0100
45.00000,-10.00000,0.0100
45.00000,-5.00000,0.0100
45.00000,0.00000,0.0100
45.00000,5.00000,0.0100
45.00000,10.00000,0.0100
45.00000,15.00000,0.0100
45.00000,20.00000,0.0100
45.00000,25.00000,0.0100
45.00000,30.00000,0.0100
45.00000,35.00000,0.0100
45.00000,40.00000,0.0100
45.00000,45.00000,0.0100
