SpotPositionMap_X,SpotPositionMap_Y,Spot_weights
-55.14186,-10.61206,0.0023
-58.2053,-5.306028,0.0008
-52.07843,-5.306028,0.0013
-45.95155,-5.306028,0.001
-39.82468,-5.306028,0.0013
-33.6978,-5.306028,0.0012
-27.57093,-5.306028,0.0012
-21.44406,-5.306028,0.0012
-15.31718,-5.306028,0.0012
-9.19031,-5.306028,0.0011
-3.063437,-5.306028,0.0011
3.063437,-5.306028,0.0011
9.19031,-5.306028,0.0011
15.31718,-5.306028,0.0011
21.44406,-5.306028,0.0012
27.57093,-5.306028,0.0012
33.6978,-5.306028,0.0011
39.82468,-5.306028,0.0012
45.95155,-5.306028,0.001
52.07843,-5.306028,0.0013
58.2053,-5.306028,0.0008
55.14186,5.329071e-15,0.0022
49.01499,5.329071e-15,0.001
42.88811,5.329071e-15,0.0014
36.76124,5.329071e-15,0.0013
30.63437,5.329071e-15,0.0012
24.50749,5.329071e-15,0.0012
18.38062,5.329071e-15,0.0011
12.25375,5.329071e-15,0.0011
6.126873,5.329071e-15,0.0011
-5.329071e-15,5.329071e-15,0.0011
-6.126873,5.329071e-15,0.0011
-12.25375,5.329071e-15,0.0011
-18.38062,5.329071e-15,0.0011
-24.50749,5.329071e-15,0.0012
-30.63437,5.329071e-15,0.0013
-36.76124,5.329071e-15,0.0013
-42.88811,5.329071e-15,0.0012
-49.01499,5.329071e-15,0.0008
-55.14186,5.329071e-15,0.002
-58.2053,5.306028,0.0008
-52.07843,5.306028,0.0013
-45.95155,5.306028,0.0009
-39.82468,5.306028,0.0013
-33.6978,5.306028,0.0012
-27.57093,5.306028,0.0012
-21.44406,5.306028,0.0012
-15.31718,5.306028,0.0011
-9.19031,5.306028,0.0011
-3.063437,5.306028,0.0011
3.063437,5.306028,0.0011
9.19031,5.306028,0.0011
15.31718,5.306028,0.0011
21.44406,5.306028,0.0012
27.57093,5.306028,0.0012
33.6978,5.306028,0.0011
39.82468,5.306028,0.0012
45.95155,5.306028,0.001
52.07843,5.306028,0.0014
58.2053,5.306028,0.0008
55.14186,10.61206,0.0021
49.01499,10.61206,0.0009
42.88811,10.61206,0.0012
36.76124,10.61206,0.0011
30.63437,10.61206,0.0011
24.50749,10.61206,0.0011
18.38062,10.61206,0.0011
12.25375,10.61206,0.0011
6.126873,10.61206,0.0011
-5.329071e-15,10.61206,0.0011
-6.126873,10.61206,0.0011
-12.25375,10.61206,0.0011
-18.38062,10.61206,0.0012
-24.50749,10.61206,0.0011
-30.63437,10.61206,0.001
-36.76124,10.61206,0.0011
-42.88811,10.61206,0.0012
-49.01499,10.61206,0.0009
-55.14186,10.61206,0.0022
-58.2053,15.91808,0.0008
-52.07843,15.91808,0.0013
-45.95155,15.91808,0.0009
-39.82468,15.91808,0.0012
-33.6978,15.91808,0.0011
-27.57093,15.91808,0.0011
-21.44406,15.91808,0.0012
-15.31718,15.91808,0.0012
-9.19031,15.91808,0.0011
-3.063437,15.91808,0.0011
3.063437,15.91808,0.0011
9.19031,15.91808,0.0011
15.31718,15.91808,0.0011
21.44406,15.91808,0.0011
27.57093,15.91808,0.0011
33.6978,15.91808,0.0011
39.82468,15.91808,0.0012
45.95155,15.91808,0.001
52.07843,15.91808,0.0013
58.2053,15.91808,0.0007
55.14186,21.22411,0.0021
49.01499,21.22411,0.0008
42.88811,21.22411,0.0013
36.76124,21.22411,0.001
30.63437,21.22411,0.0011
24.50749,21.22411,0.0012
18.38062,21.22411,0.0012
12.25375,21.22411,0.0011
6.126873,21.22411,0.0011
-5.329071e-15,21.22411,0.0012
-6.126873,21.22411,0.0012
-12.25375,21.22411,0.0012
-18.38062,21.22411,0.0012
-24.50749,21.22411,0.0012
-30.63437,21.22411,0.0011
-36.76124,21.22411,0.0011
-42.88811,21.22411,0.0012
-49.01499,21.22411,0.0007
-55.14186,21.22411,0.0021
-58.2053,26.53014,0.0009
-52.07843,26.53014,0.0016
-45.95155,26.53014,0.0012
-39.82468,26.53014,0.0015
-33.6978,26.53014,0.0011
-27.57093,26.53014,0.001
-21.44406,26.53014,0.0011
-15.31718,26.53014,0.0012
-9.19031,26.53014,0.0011
-3.063437,26.53014,0.001
3.063437,26.53014,0.001
9.19031,26.53014,0.001
15.31718,26.53014,0.001
21.44406,26.53014,0.001
27.57093,26.53014,0.001
33.6978,26.53014,0.001
39.82468,26.53014,0.0014
45.95155,26.53014,0.0013
52.07843,26.53014,0.0015
58.2053,26.53014,0.0008
55.14186,31.83617,0.002
49.01499,31.83617,0.0009
42.88811,31.83617,0.0016
36.76124,31.83617,0.0014
30.63437,31.83617,0.0013
24.50749,31.83617,0.0012
18.38062,31.83617,0.0012
12.25375,31.83617,0.0013
6.126873,31.83617,0.0013
-5.329071e-15,31.83617,0.0013
-6.126873,31.83617,0.0012
-12.25375,31.83617,0.0014
-18.38062,31.83617,0.0012
-24.50749,31.83617,0.0013
-30.63437,31.83617,0.0013
-36.76124,31.83617,0.0014
-42.88811,31.83617,0.0015
-49.01499,31.83617,0.0008
-55.14186,31.83617,0.0021
-58.2053,37.1422,0.0008
-52.07843,37.1422,0.0009
-45.95155,37.1422,0.0006
-39.82468,37.1422,0.001
-33.6978,37.1422,0.0009
-27.57093,37.1422,0.001
-21.44406,37.1422,0.001
-15.31718,37.1422,0.0009
-9.19031,37.1422,0.001
-3.063437,37.1422,0.0009
3.063437,37.1422,0.001
9.19031,37.1422,0.001
15.31718,37.1422,0.0009
21.44406,37.1422,0.0009
27.57093,37.1422,0.001
33.6978,37.1422,0.0009
39.82468,37.1422,0.0009
45.95155,37.1422,0.0007
52.07843,37.1422,0.001
58.2053,37.1422,0.0007
55.14186,42.44822,0.0025
49.01499,42.44822,0.0013
42.88811,42.44822,0.0016
36.76124,42.44822,0.0014
30.63437,42.44822,0.0015
24.50749,42.44822,0.0015
18.38062,42.44822,0.0013
12.25375,42.44822,0.0015
6.126873,42.44822,0.0014
-5.329071e-15,42.44822,0.0014
-6.126873,42.44822,0.0014
-12.25375,42.44822,0.0014
-18.38062,42.44822,0.0014
-24.50749,42.44822,0.0016
-30.63437,42.44822,0.0013
-36.76124,42.44822,0.0016
-42.88811,42.44822,0.0014
-49.01499,42.44822,0.0015
-55.14186,42.44822,0.0025
-58.2053,47.75425,0.0008
-52.07843,47.75425,0.0005
-45.95155,47.75425,0.0009
-39.82468,47.75425,0.0007
-33.6978,47.75425,0.001
-27.57093,47.75425,0.0009
-21.44406,47.75425,0.0009
-15.31718,47.75425,0.0009
-9.19031,47.75425,0.0009
-3.063437,47.75425,0.001
3.063437,47.75425,0.0009
9.19031,47.75425,0.001
15.31718,47.75425,0.0009
21.44406,47.75425,0.0008
27.57093,47.75425,0.001
33.6978,47.75425,0.0008
39.82468,47.75425,0.0009
45.95155,47.75425,0.0007
52.07843,47.75425,0.0006
58.2053,47.75425,0.0007
55.14186,53.06028,0.0024
49.01499,53.06028,0.0013
42.88811,53.06028,0.002
36.76124,53.06028,0.0018
30.63437,53.06028,0.002
24.50749,53.06028,0.0018
18.38062,53.06028,0.0017
12.25375,53.06028,0.0019
6.126873,53.06028,0.0018
-5.329071e-15,53.06028,0.0019
-6.126873,53.06028,0.0019
-12.25375,53.06028,0.0018
-18.38062,53.06028,0.0018
-24.50749,53.06028,0.0018
-30.63437,53.06028,0.0022
-36.76124,53.06028,0.0013
-42.88811,53.06028,0.0024
-49.01499,53.06028,0.0009
-55.14186,53.06028,0.0026
-52.07843,58.36631,0.001
-39.82468,58.36631,0.0008
-33.6978,58.36631,0.0003
-27.57093,58.36631,0.0005
-21.44406,58.36631,0.0005
-15.31718,58.36631,0.0005
-9.19031,58.36631,0.0005
-3.063437,58.36631,0.0005
3.063437,58.36631,0.0005
9.19031,58.36631,0.0005
15.31718,58.36631,0.0005
21.44406,58.36631,0.0004
27.57093,58.36631,0.0005
33.6978,58.36631,0.0005
39.82468,58.36631,0.0005
45.95155,58.36631,0.0004
52.07843,58.36631,0.0006
58.2053,58.36631,0.0003
